FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,DEP_TIME,DEP_DELAY,ARR_TIME,ARR_DELAY
2576,13487,MSP,10397,ATL,1613,-7,1933,-19
2644,10397,ATL,13487,MSP,1459,-1,1638,0
2814,14747,SEA,10397,ATL,1506,24,2249,22
86,13487,MSP,11433,DTW,1544,-1,1806,-17
300,14747,SEA,10397,ATL,1204,-1,1950,-5
425,12478,JFK,10397,ATL,1613,14,1841,1
485,12478,JFK,14747,SEA,1557,-3,1851,-30
557,13487,MSP,11433,DTW,631,-4,904,-14
629,10397,ATL,11433,DTW,907,-3,1053,-13
2074,10397,ATL,13487,MSP,1757,-3,1931,-12
2283,11433,DTW,10397,ATL,853,158,1052,149
2336,10397,ATL,12478,JFK,1514,-1,1721,-19
2468,11433,DTW,13487,MSP,1420,30,1500,17
2576,13487,MSP,10397,ATL,1705,45,2034,42
2655,11433,DTW,13487,MSP,1546,1,1628,-17
2817,12478,JFK,11433,DTW,911,1,1201,35
1740,14747,SEA,13487,MSP,856,11,1408,5
1815,10397,ATL,13487,MSP,1343,-2,1518,-13
2065,13487,MSP,10397,ATL,1927,-5,2240,-20
2246,11433,DTW,10397,ATL,1654,24,1843,10
2329,10397,ATL,14747,SEA,1307,-2,1512,-14
16,14747,SEA,10397,ATL,1133,53,1910,39
87,11433,DTW,13487,MSP,1725,-5,1804,-26
300,14747,SEA,10397,ATL,1201,-4,1944,-11
425,12478,JFK,10397,ATL,1618,19,1850,10
488,12478,JFK,13487,MSP,1115,-5,1315,-23
588,14747,SEA,13487,MSP,1129,3,1658,11
630,11433,DTW,10397,ATL,1755,18,1952,9
783,13487,MSP,10397,ATL,638,8,1002,4
858,13487,MSP,12478,JFK,1009,64,1340,50
917,13487,MSP,11433,DTW,848,13,1113,-3
979,11433,DTW,10397,ATL,1903,-3,2057,-16
1096,11433,DTW,13487,MSP,1201,-4,1253,-9
1187,13487,MSP,14747,SEA,1748,3,1929,-1
1290,10397,ATL,11433,DTW,2235,20,15,3
1355,11433,DTW,10397,ATL,1223,18,1410,-2
1473,14747,SEA,12478,JFK,1130,0,1941,-11
1566,14747,SEA,12478,JFK,738,-2,1603,6
1629,14747,SEA,10397,ATL,815,0,1610,10
1681,10397,ATL,11433,DTW,1903,-4,2041,-24
1740,14747,SEA,13487,MSP,837,-8,1404,3
1850,11433,DTW,10397,ATL,956,-3,1146,-10
2246,11433,DTW,10397,ATL,1621,-5,1809,-22
2329,10397,ATL,14747,SEA,1305,-4,1525,-7
2350,10397,ATL,12478,JFK,825,-5,1023,-26
2468,11433,DTW,13487,MSP,1346,-4,1422,-21
2576,13487,MSP,10397,ATL,1620,0,1942,-10
2633,11433,DTW,13487,MSP,823,-6,900,-28
2803,12478,JFK,10397,ATL,1713,-8,2008,1
87,11433,DTW,13487,MSP,1544,-1,1642,-3
1740,14747,SEA,13487,MSP,845,0,1349,-14
1815,10397,ATL,13487,MSP,1343,-2,1512,-19
1919,10397,ATL,13487,MSP,2110,5,2240,-14
1999,13487,MSP,10397,ATL,1317,2,1639,-8
2074,10397,ATL,13487,MSP,1915,75,2055,72
2263,11433,DTW,14747,SEA,1524,4,1702,-13
2330,14747,SEA,10397,ATL,1930,645,246,615
2368,14747,SEA,11433,DTW,1355,4,2108,-3
2514,10397,ATL,11433,DTW,2053,-2,2239,-16
888,10397,ATL,13487,MSP,1935,5,2108,-5
946,10397,ATL,13487,MSP,2203,-2,2322,-22
984,10397,ATL,12478,JFK,2047,-3,2257,-23
1112,10397,ATL,12478,JFK,1024,-6,1229,-17
856,13487,MSP,10397,ATL,857,-1,1212,-17
902,10397,ATL,11433,DTW,1457,3,1648,-5
955,11433,DTW,10397,ATL,1350,5,1538,-12
1060,13487,MSP,11433,DTW,1347,-8,1615,-17
1112,10397,ATL,12478,JFK,1030,0,1234,-12
499,12478,JFK,14747,SEA,656,-4,1006,-19
630,11433,DTW,10397,ATL,2100,195,2251,177
748,10397,ATL,11433,DTW,1047,-3,1247,-2
785,13487,MSP,10397,ATL,1345,29,1656,6
850,11433,DTW,10397,ATL,1620,-7,1818,-17
945,13487,MSP,11433,DTW,837,-3,1118,-4
991,10397,ATL,11433,DTW,1203,-2,1348,-19
1096,11433,DTW,13487,MSP,1156,-4,1242,-15
2336,10397,ATL,12478,JFK,1520,0,1749,4
2514,10397,ATL,11433,DTW,2054,-1,2241,-14
2604,14747,SEA,13487,MSP,1304,-1,1808,-17
2655,11433,DTW,13487,MSP,1545,0,1644,-1
16,14747,SEA,10397,ATL,1044,1,1836,4
220,12478,JFK,10397,ATL,1934,9,2217,8
420,10397,ATL,12478,JFK,1202,-3,1429,-1
433,12478,JFK,10397,ATL,608,-2,824,-20
1549,13487,MSP,10397,ATL,1739,4,2041,-33
1640,11433,DTW,10397,ATL,723,-2,917,-15
1680,14747,SEA,12478,JFK,1446,-4,2249,-16
1815,13487,MSP,10397,ATL,902,-8,1218,-25
1991,13487,MSP,10397,ATL,514,-6,823,-22
2074,10397,ATL,13487,MSP,1748,-2,1927,-9
2173,10397,ATL,11433,DTW,1940,35,2132,26
2283,11433,DTW,10397,ATL,551,-4,744,-20
2811,10397,ATL,13487,MSP,1352,0,1529,-11
16,14747,SEA,10397,ATL,1046,3,1810,-22
220,12478,JFK,10397,ATL,1952,27,2235,26
420,10397,ATL,12478,JFK,1201,-4,1359,-31
433,12478,JFK,10397,ATL,609,-1,836,-8
491,12478,JFK,14747,SEA,1702,7,2038,14
589,13487,MSP,14747,SEA,1118,-2,1251,-15
721,10397,ATL,13487,MSP,1650,0,1809,-27
940,11433,DTW,14747,SEA,1733,-4,1914,-31
987,13487,MSP,11433,DTW,2003,17,2228,1
1089,10397,ATL,13487,MSP,1505,0,1652,7
1122,10397,ATL,13487,MSP,1205,0,1349,4
1253,14747,SEA,12478,JFK,2309,-6,709,-25
1336,14747,SEA,12478,JFK,745,-4,1604,4
1394,10397,ATL,12478,JFK,1525,-2,1759,0
1520,10397,ATL,13487,MSP,2203,-7,2326,-26
1598,14747,SEA,10397,ATL,627,-3,1359,-11
1667,14747,SEA,13487,MSP,645,0,1155,-8
1768,14747,SEA,13487,MSP,805,-5,1329,4
1357,13487,MSP,11433,DTW,1751,1,2049,18
1465,10397,ATL,11433,DTW,2058,1,2245,-12
1549,13487,MSP,10397,ATL,1731,-4,2057,-17
1640,11433,DTW,10397,ATL,721,-4,916,-16
1680,14747,SEA,12478,JFK,1503,13,2300,-5
1107,10397,ATL,14747,SEA,1945,0,2228,4
1187,13487,MSP,14747,SEA,1735,-2,1912,-13
1271,11433,DTW,10397,ATL,1516,-4,1700,-24
1357,13487,MSP,11433,DTW,1753,3,2038,7
1465,10397,ATL,11433,DTW,2101,4,2256,-1
1847,14747,SEA,10397,ATL,909,54,1638,38
2005,11433,DTW,10397,ATL,1206,-3,1349,-31
2146,10397,ATL,13487,MSP,1928,-3,2110,-5
2205,12478,JFK,13487,MSP,801,-9,1011,-22
2324,11433,DTW,10397,ATL,954,-5,1136,-28
2413,14747,SEA,12478,JFK,1130,3,1935,-15
2522,14747,SEA,11433,DTW,1405,3,2104,-10
2563,14747,SEA,13487,MSP,1521,1,2021,-15
629,10397,ATL,11433,DTW,903,-2,1051,-10
748,10397,ATL,11433,DTW,1047,-3,1234,-15
822,14747,SEA,11433,DTW,557,-3,1252,-23
888,13487,MSP,10397,ATL,1706,41,2027,28
946,11433,DTW,13487,MSP,1539,9,1633,1
997,10397,ATL,12478,JFK,1027,-3,1236,-14
1107,10397,ATL,14747,SEA,1943,-2,2217,-8
1187,13487,MSP,14747,SEA,1736,-1,1927,2
1271,11433,DTW,10397,ATL,1519,-1,1706,-18
2193,13487,MSP,14747,SEA,656,-4,836,-13
2324,11433,DTW,10397,ATL,953,-6,1239,35
2413,14747,SEA,12478,JFK,1127,0,1921,-29
2522,14747,SEA,11433,DTW,1400,-2,2054,-20
2563,14747,SEA,13487,MSP,1517,-3,2021,-15
2800,12478,JFK,14747,SEA,1919,-6,2229,-21
2824,12478,JFK,11433,DTW,900,-5,1109,-15
52,11433,DTW,13487,MSP,826,-4,912,-18
281,11433,DTW,14747,SEA,849,-6,1112,8
423,12478,JFK,10397,ATL,1433,53,1702,46
436,12478,JFK,13487,MSP,1116,-4,1319,-18
496,12478,JFK,10397,ATL,828,-2,1124,9
589,13487,MSP,14747,SEA,1117,-3,1249,-17
984,10397,ATL,12478,JFK,2045,-5,2251,-34
1056,14747,SEA,10397,ATL,1201,-4,1924,-25
1114,14747,SEA,10397,ATL,1434,-2,2151,-29
1228,14747,SEA,10397,ATL,2315,43,637,24
1336,14747,SEA,12478,JFK,747,-2,1536,-24
1394,10397,ATL,12478,JFK,1520,-7,1737,-22
762,10397,ATL,14747,SEA,1726,36,1946,15
822,14747,SEA,11433,DTW,558,-2,1252,-23
888,13487,MSP,10397,ATL,1646,21,2005,6
946,11433,DTW,13487,MSP,1530,0,1607,-25
997,10397,ATL,12478,JFK,1027,-3,1235,-15
1107,10397,ATL,14747,SEA,1936,6,2208,-3
1187,13487,MSP,14747,SEA,1803,26,2000,35
1271,11433,DTW,10397,ATL,1535,15,1720,-4
1357,13487,MSP,11433,DTW,1746,-4,2030,-1
1465,10397,ATL,11433,DTW,2057,0,2244,-13
1815,13487,MSP,10397,ATL,908,-2,1244,1
1991,13487,MSP,10397,ATL,553,33,902,17
2074,10397,ATL,13487,MSP,1749,-1,1942,6
2173,10397,ATL,11433,DTW,1917,12,2108,2
2266,13487,MSP,10397,ATL,642,12,952,-7
2350,10397,ATL,12478,JFK,835,10,1034,-13
2501,10397,ATL,11433,DTW,1350,9,1542,0
2536,13487,MSP,14747,SEA,1939,9,2123,0
2581,10397,ATL,14747,SEA,952,-3,1233,2
2800,12478,JFK,14747,SEA,1947,22,2239,-11
2824,12478,JFK,11433,DTW,928,23,1147,23
53,13487,MSP,11433,DTW,1538,-7,1818,-6
303,13487,MSP,11433,DTW,620,-5,922,14
425,12478,JFK,10397,ATL,1548,-2,1805,-29
478,10397,ATL,12478,JFK,1744,-1,1956,-19
499,12478,JFK,14747,SEA,654,-6,951,-34
629,10397,ATL,11433,DTW,904,-1,1048,-13
748,10397,ATL,11433,DTW,1047,-3,1244,-5
785,13487,MSP,10397,ATL,1313,-3,1627,-23
850,11433,DTW,10397,ATL,1630,3,1829,-6
2618,11433,DTW,14747,SEA,2002,-2,2205,-10
2811,10397,ATL,13487,MSP,1351,-1,1535,-5
16,14747,SEA,10397,ATL,1039,-4,1820,-10
220,12478,JFK,10397,ATL,1918,-7,2130,-36
423,12478,JFK,10397,ATL,1338,-2,1601,-11
436,12478,JFK,13487,MSP,1115,-5,1329,-5
491,12478,JFK,14747,SEA,1655,0,2004,-15
589,13487,MSP,14747,SEA,1119,-1,1250,-14
733,11433,DTW,14747,SEA,1518,-2,1702,-19
842,13487,MSP,11433,DTW,1006,1,1237,-8
902,10397,ATL,11433,DTW,1514,-1,1715,0
987,13487,MSP,11433,DTW,1941,-5,2208,-18
1089,10397,ATL,13487,MSP,1501,-4,1641,-2
1122,10397,ATL,13487,MSP,1211,6,1352,7
2501,10397,ATL,11433,DTW,1349,8,1540,-2
2536,13487,MSP,14747,SEA,2008,38,2148,25
2581,10397,ATL,14747,SEA,959,4,1235,4
2536,13487,MSP,14747,SEA,1925,-5,2057,-20
2581,10397,ATL,14747,SEA,954,-1,1211,-17
2815,13487,MSP,10397,ATL,1006,-4,1319,-19
17,10397,ATL,14747,SEA,1057,-3,1320,-21
220,12478,JFK,10397,ATL,1922,-3,2151,-18
420,10397,ATL,12478,JFK,1217,12,1428,-2
433,12478,JFK,10397,ATL,601,1,818,-18
491,12478,JFK,14747,SEA,1708,13,2011,-13
588,14747,SEA,13487,MSP,1142,23,1650,19
721,10397,ATL,13487,MSP,1647,-3,1818,-18
783,10397,ATL,13487,MSP,1050,0,1222,-8
842,13487,MSP,11433,DTW,1019,-1,1251,-9
902,10397,ATL,11433,DTW,1505,10,1712,17
984,10397,ATL,12478,JFK,2054,4,2320,-5
1056,14747,SEA,10397,ATL,1208,3,1958,12
1114,14747,SEA,10397,ATL,1456,20,2228,8
2074,10397,ATL,13487,MSP,1746,-4,1903,-33
2173,10397,ATL,11433,DTW,1904,-1,2055,-11
2324,11433,DTW,10397,ATL,953,-6,1203,-1
1529,11433,DTW,13487,MSP,959,-1,1043,-17
1630,13487,MSP,14747,SEA,917,-3,1136,19
1667,14747,SEA,13487,MSP,708,18,1221,13
1763,13487,MSP,10397,ATL,2000,0,2308,-25
1507,10397,ATL,13487,MSP,1045,-5,1238,8
1549,13487,MSP,10397,ATL,1725,0,2032,-28
1640,11433,DTW,10397,ATL,741,16,932,4
1734,13487,MSP,11433,DTW,1336,111,1607,102
1888,11433,DTW,10397,ATL,1951,1,2123,-27
2032,13487,MSP,12478,JFK,658,-2,1034,-10
2164,11433,DTW,12478,JFK,1949,-11,2119,-41
2218,14747,SEA,11433,DTW,748,18,1457,19
2329,10397,ATL,14747,SEA,1319,-2,1527,-23
588,14747,SEA,13487,MSP,1138,19,1658,27
721,10397,ATL,13487,MSP,1645,-5,1820,-16
783,10397,ATL,13487,MSP,1045,-5,1213,-17
842,13487,MSP,11433,DTW,1014,-6,1240,-20
1187,13487,MSP,14747,SEA,1736,-1,1919,-4
1271,11433,DTW,10397,ATL,1600,40,1735,6
1363,11433,DTW,14747,SEA,1214,-1,1418,1
1253,14747,SEA,12478,JFK,2347,7,747,-9
1336,14747,SEA,12478,JFK,1518,449,2317,437
1397,13487,MSP,14747,SEA,1417,-3,1549,-16
1529,11433,DTW,13487,MSP,957,-3,1043,-15
1630,13487,MSP,14747,SEA,915,-5,1131,14
1680,14747,SEA,12478,JFK,1448,-2,2247,-18
1815,13487,MSP,10397,ATL,905,-5,1226,-17
1991,13487,MSP,10397,ATL,516,-4,831,-14
1520,10397,ATL,13487,MSP,2210,0,2351,-1
1598,14747,SEA,10397,ATL,624,-6,1354,-16
1653,11433,DTW,13487,MSP,826,-4,927,-3
1763,13487,MSP,10397,ATL,1956,-4,2316,-17
1888,11433,DTW,10397,ATL,2013,-2,2211,-7
2017,14747,SEA,11433,DTW,932,-2,1624,-21
1549,13487,MSP,10397,ATL,1734,-1,2109,-5
1640,11433,DTW,10397,ATL,724,-1,918,-14
1734,13487,MSP,11433,DTW,1141,-4,1421,-6
1847,14747,SEA,10397,ATL,941,86,1659,59
2005,11433,DTW,10397,ATL,1259,50,1447,27
2101,14747,SEA,13487,MSP,1319,4,1843,16
2193,13487,MSP,14747,SEA,658,-2,843,-6
2283,11433,DTW,10397,ATL,551,-4,734,-30
2366,10397,ATL,11433,DTW,725,0,917,-4
984,10397,ATL,12478,JFK,2111,21,2316,-9
1056,14747,SEA,10397,ATL,1218,13,2010,21
1114,14747,SEA,10397,ATL,1441,5,2344,
1122,10397,ATL,13487,MSP,1205,0,1338,-7
2413,14747,SEA,12478,JFK,1138,11,1931,-19
2515,10397,ATL,11433,DTW,1616,-4,1802,-20
2548,13487,MSP,10397,ATL,1107,-6,1428,-11
2609,10397,ATL,14747,SEA,818,8,1059,16
2807,11433,DTW,10397,ATL,1949,39,2135,17
2848,11433,DTW,13487,MSP,1952,1,2033,-18
87,11433,DTW,13487,MSP,1719,-6,1822,-5
325,11433,DTW,10397,ATL,1344,-1,1534,-17
428,12478,JFK,10397,ATL,1939,139,2218,134
485,12478,JFK,14747,SEA,1039,-6,1325,-34
2350,10397,ATL,12478,JFK,823,-2,1047,0
2482,14747,SEA,11433,DTW,2341,-4,635,-21
2536,13487,MSP,14747,SEA,2012,42,2149,26
2581,10397,ATL,14747,SEA,1000,5,1241,10
2800,12478,JFK,14747,SEA,1955,30,2302,12
2824,12478,JFK,11433,DTW,858,-7,1121,-3
52,11433,DTW,13487,MSP,825,-5,911,-19
281,11433,DTW,14747,SEA,910,15,1114,10
423,12478,JFK,10397,ATL,1335,-5,1548,-28
436,12478,JFK,13487,MSP,1118,-2,1329,-8
496,12478,JFK,10397,ATL,834,4,1104,-11
629,10397,ATL,11433,DTW,902,-3,1049,-12
748,10397,ATL,11433,DTW,1048,-2,1235,-14
785,13487,MSP,10397,ATL,1310,-6,1628,-22
850,11433,DTW,10397,ATL,1626,-1,1809,-26
1847,14747,SEA,10397,ATL,831,16,1607,7
2005,11433,DTW,10397,ATL,1218,9,1416,-4
2101,14747,SEA,13487,MSP,1308,-7,1827,0
2193,13487,MSP,14747,SEA,657,-3,825,-24
2283,11433,DTW,10397,ATL,553,-2,749,-15
1847,14747,SEA,10397,ATL,818,3,1613,13
2005,11433,DTW,10397,ATL,1211,2,1411,-9
2101,14747,SEA,13487,MSP,1312,-3,1824,-3
2193,13487,MSP,14747,SEA,739,39,908,19
2283,11433,DTW,10397,ATL,550,-5,742,-22
2366,10397,ATL,11433,DTW,724,-1,911,-10
2515,10397,ATL,11433,DTW,1617,-3,1806,-16
2554,13487,MSP,10397,ATL,713,-9,1031,-24
2625,10397,ATL,13487,MSP,725,0,853,-12
1271,11433,DTW,10397,ATL,1517,-3,1703,-21
1357,13487,MSP,11433,DTW,1745,-5,2019,-12
1465,10397,ATL,11433,DTW,2101,4,2302,5
1549,13487,MSP,10397,ATL,1728,-7,2043,-31
1640,11433,DTW,10397,ATL,717,-8,924,-8
1734,13487,MSP,11433,DTW,1143,-2,1417,-10
2164,11433,DTW,12478,JFK,1951,-2,2138,-16
2266,13487,MSP,10397,ATL,624,-6,936,-23
2350,10397,ATL,12478,JFK,822,-3,1030,-17
2501,10397,ATL,11433,DTW,1339,-2,1537,-5
2548,13487,MSP,10397,ATL,1107,-6,1428,-11
2609,10397,ATL,14747,SEA,820,10,1023,-22
2811,10397,ATL,13487,MSP,1344,-8,1521,-19
16,14747,SEA,10397,ATL,1048,5,1834,2
87,11433,DTW,13487,MSP,1721,-4,1806,-21
325,11433,DTW,10397,ATL,1342,-3,1529,-22
1357,13487,MSP,11433,DTW,1752,2,2035,4
1465,10397,ATL,11433,DTW,2054,-3,2242,-15
1549,13487,MSP,10397,ATL,1727,-8,2100,-14
1640,11433,DTW,10397,ATL,723,-2,919,-13
1680,14747,SEA,12478,JFK,1447,-3,2256,-9
1815,13487,MSP,10397,ATL,905,-5,1226,-17
1991,13487,MSP,10397,ATL,517,-3,825,-20
2074,10397,ATL,13487,MSP,1743,-7,1935,-1
1598,14747,SEA,10397,ATL,633,3,1416,6
1667,14747,SEA,13487,MSP,649,-1,1153,-15
1815,13487,MSP,10397,ATL,906,-4,1235,-8
1991,13487,MSP,10397,ATL,517,-3,842,-3
2800,12478,JFK,14747,SEA,1920,-5,2222,-28
2824,12478,JFK,11433,DTW,903,-2,1117,-7
86,13487,MSP,11433,DTW,1543,-2,1810,-14
303,13487,MSP,11433,DTW,628,3,911,3
425,12478,JFK,10397,ATL,1546,-4,1830,-4
478,10397,ATL,12478,JFK,1744,-1,2000,-15
499,12478,JFK,14747,SEA,700,0,956,-29
630,11433,DTW,10397,ATL,1740,-5,1945,-9
748,10397,ATL,11433,DTW,1047,-3,1234,-15
785,13487,MSP,10397,ATL,1328,12,1650,0
850,11433,DTW,10397,ATL,1626,-1,1828,-7
945,13487,MSP,11433,DTW,833,-7,1103,-19
991,10397,ATL,11433,DTW,1202,-3,1358,-9
1096,11433,DTW,13487,MSP,1158,-2,1240,-17
1152,13487,MSP,10397,ATL,1456,-4,1827,1
1267,10397,ATL,11433,DTW,1804,-1,1951,-18
721,10397,ATL,13487,MSP,1650,0,1811,-25
783,10397,ATL,13487,MSP,1047,-3,1208,-22
842,13487,MSP,11433,DTW,1016,-4,1251,-9
902,10397,ATL,11433,DTW,1453,-2,1638,-17
984,10397,ATL,12478,JFK,2051,1,2317,-8
1056,14747,SEA,10397,ATL,1202,-3,1952,3
1114,14747,SEA,10397,ATL,1433,-3,2212,-8
1228,14747,SEA,10397,ATL,2236,-1,617,-1
2468,11433,DTW,13487,MSP,1339,-6,1418,-20
2522,14747,SEA,11433,DTW,1359,-3,2108,-6
2554,13487,MSP,10397,ATL,720,-2,1049,-6
2618,11433,DTW,14747,SEA,2001,-3,2210,-5
2807,11433,DTW,10397,ATL,1909,-1,2101,-17
2848,11433,DTW,13487,MSP,1951,0,2043,-8
87,11433,DTW,13487,MSP,1724,-1,1757,-30
325,11433,DTW,10397,ATL,1342,-3,1531,-20
433,12478,JFK,10397,ATL,607,-3,826,-18
491,12478,JFK,14747,SEA,1722,27,2002,-22
588,14747,SEA,13487,MSP,1230,71,1739,68
721,10397,ATL,13487,MSP,1648,-2,1823,-13
783,10397,ATL,13487,MSP,1049,-1,1208,-22
842,13487,MSP,11433,DTW,1017,-3,1259,-1
902,10397,ATL,11433,DTW,1450,-5,1629,-26
945,13487,MSP,11433,DTW,837,-3,1116,-6
991,10397,ATL,11433,DTW,1203,-2,1345,-22
1096,11433,DTW,13487,MSP,1157,-3,1228,-29
1152,13487,MSP,10397,ATL,1458,-2,1818,-8
1271,11433,DTW,10397,ATL,1520,0,1707,-17
1357,13487,MSP,11433,DTW,1749,-1,2035,4
1465,10397,ATL,11433,DTW,2056,-1,2243,-15
1549,13487,MSP,10397,ATL,1730,-5,2055,-19
1640,11433,DTW,10397,ATL,721,-4,924,-8
1680,14747,SEA,12478,JFK,1451,1,2307,2
1768,14747,SEA,13487,MSP,809,-1,1333,8
1493,13487,MSP,10397,ATL,1310,-6,1633,-16
1531,14747,SEA,11433,DTW,1150,-3,1901,-1
1630,13487,MSP,14747,SEA,858,-2,1019,-25
1680,14747,SEA,12478,JFK,1443,-7,2311,9
1768,14747,SEA,13487,MSP,805,-5,1311,-13
425,12478,JFK,10397,ATL,1545,-5,1825,-9
478,10397,ATL,12478,JFK,1746,1,2000,-15
499,12478,JFK,14747,SEA,655,-5,954,-31
1815,13487,MSP,10397,ATL,908,-2,1233,-10
1991,13487,MSP,10397,ATL,519,-1,839,-6
2074,10397,ATL,13487,MSP,1747,-3,1935,-1
2173,10397,ATL,11433,DTW,1902,-3,2047,-19
2266,13487,MSP,10397,ATL,627,-3,954,-5
2350,10397,ATL,12478,JFK,825,0,1034,-13
2482,14747,SEA,11433,DTW,2343,-2,656,0
2528,14747,SEA,10397,ATL,2336,6,717,6
2563,14747,SEA,13487,MSP,1515,-5,2035,-1
2501,10397,ATL,11433,DTW,1352,0,1543,-7
2563,14747,SEA,13487,MSP,1541,-2,2046,-14
2800,12478,JFK,14747,SEA,1932,7,2157,-53
16,14747,SEA,10397,ATL,1048,5,1836,4
87,11433,DTW,13487,MSP,1721,-4,1801,-26
325,11433,DTW,10397,ATL,1341,-4,1531,-20
428,12478,JFK,10397,ATL,1732,12,2000,-4
485,12478,JFK,14747,SEA,1038,-7,1305,-54
525,10397,ATL,14747,SEA,2054,-1,2232,-67
630,11433,DTW,10397,ATL,1742,-3,1939,-15
2800,12478,JFK,14747,SEA,1926,1,2221,-29
2824,12478,JFK,11433,DTW,858,-7,1046,-38
86,13487,MSP,11433,DTW,1552,-3,1825,-7
325,11433,DTW,10397,ATL,1327,-3,1517,-16
428,12478,JFK,10397,ATL,1746,26,1958,-2
485,12478,JFK,14747,SEA,1052,7,1321,-37
588,14747,SEA,13487,MSP,1124,5,1638,9
721,10397,ATL,13487,MSP,1648,-2,1810,-24
784,10397,ATL,13487,MSP,833,-1,952,-26
888,13487,MSP,10397,ATL,1649,24,2000,2
984,10397,ATL,12478,JFK,2058,8,2332,11
1056,14747,SEA,10397,ATL,1206,1,1956,7
1114,14747,SEA,10397,ATL,1433,-2,2212,-8
1228,14747,SEA,10397,ATL,2231,-1,618,6
1336,14747,SEA,12478,JFK,751,2,1639,39
2032,13487,MSP,12478,JFK,655,-5,1031,-14
2164,11433,DTW,12478,JFK,1950,-3,2142,-12
2266,13487,MSP,10397,ATL,628,-2,947,-12
2350,10397,ATL,12478,JFK,824,-1,1034,-13
2482,14747,SEA,11433,DTW,2344,-1,656,0
2528,14747,SEA,10397,ATL,2327,-3,711,0
2563,14747,SEA,13487,MSP,1521,1,2039,3
2625,10397,ATL,13487,MSP,723,-2,841,-24
785,13487,MSP,10397,ATL,1314,-2,1628,-22
850,11433,DTW,10397,ATL,1622,-5,1807,-28
945,13487,MSP,11433,DTW,836,-4,1104,-18
991,10397,ATL,11433,DTW,1205,0,1353,-14
1096,11433,DTW,13487,MSP,1157,-3,1241,-16
1152,13487,MSP,10397,ATL,1502,2,1825,-1
485,12478,JFK,14747,SEA,1041,-4,1324,-35
499,12478,JFK,14747,SEA,705,5,958,-27
630,11433,DTW,10397,ATL,2110,205,2259,185
762,10397,ATL,14747,SEA,1709,19,1854,-37
822,14747,SEA,11433,DTW,558,-2,1307,-8
888,13487,MSP,10397,ATL,1620,-5,1946,-13
946,11433,DTW,13487,MSP,1521,-9,1607,-25
997,10397,ATL,12478,JFK,1029,-1,1246,-4
1107,10397,ATL,14747,SEA,1944,-1,2137,-47
1187,13487,MSP,14747,SEA,1740,3,1850,-35
1290,10397,ATL,11433,DTW,2215,0,4,-9
1363,11433,DTW,14747,SEA,1218,-2,1341,-44
1476,13487,MSP,11433,DTW,1401,-4,1655,8
945,13487,MSP,11433,DTW,834,-6,1113,-9
991,10397,ATL,11433,DTW,1205,0,1400,-7
1096,11433,DTW,13487,MSP,1153,-7,1232,-25
2811,10397,ATL,13487,MSP,1348,-4,1510,-30
16,14747,SEA,10397,ATL,1039,-4,1823,-9
220,12478,JFK,10397,ATL,1924,-1,2147,-22
420,10397,ATL,12478,JFK,1202,-3,1420,-10
2324,11433,DTW,10397,ATL,953,-6,1145,-19
2413,14747,SEA,12478,JFK,1132,5,2006,16
2515,10397,ATL,11433,DTW,1619,-1,1817,-5
2554,13487,MSP,10397,ATL,717,-5,1038,-17
2618,11433,DTW,14747,SEA,2001,-3,2122,-53
2815,13487,MSP,10397,ATL,1005,-5,1327,-13
17,10397,ATL,14747,SEA,1057,-3,1258,-43
220,12478,JFK,10397,ATL,1921,-4,2132,-37
420,10397,ATL,12478,JFK,1206,1,1413,-17
433,12478,JFK,10397,ATL,606,-4,813,-31
491,12478,JFK,14747,SEA,1722,27,2004,-20
588,14747,SEA,13487,MSP,1118,-1,1648,17
721,10397,ATL,13487,MSP,1650,0,1816,-20
783,10397,ATL,13487,MSP,1046,-4,1219,-11
842,13487,MSP,11433,DTW,1016,-4,1253,-7
2807,11433,DTW,10397,ATL,1915,5,2110,-8
2848,11433,DTW,13487,MSP,1948,-3,2031,-20
87,11433,DTW,13487,MSP,1748,23,1840,13
325,11433,DTW,10397,ATL,1345,0,1536,-15
428,12478,JFK,10397,ATL,1722,2,1945,-19
485,12478,JFK,14747,SEA,1036,-9,1327,-32
2074,10397,ATL,13487,MSP,1834,44,1947,11
2173,10397,ATL,11433,DTW,1901,-4,2050,-16
2266,13487,MSP,10397,ATL,629,-1,953,-6
2350,10397,ATL,12478,JFK,825,0,1058,11
1888,11433,DTW,10397,ATL,2010,-5,2151,-27
2017,14747,SEA,11433,DTW,1009,35,1727,42
2146,10397,ATL,13487,MSP,1938,7,2110,-5
2205,12478,JFK,13487,MSP,805,-5,1021,-12
2324,11433,DTW,10397,ATL,954,-5,1145,-19
2413,14747,SEA,12478,JFK,1124,-3,1957,7
2522,14747,SEA,11433,DTW,1400,-2,2115,1
2563,14747,SEA,13487,MSP,1518,-2,2037,1
1271,11433,DTW,10397,ATL,1518,-2,1710,-14
1357,13487,MSP,11433,DTW,1745,-5,2025,-6
1465,10397,ATL,11433,DTW,2105,8,2302,5
1187,13487,MSP,14747,SEA,1736,-1,1859,-26
1290,10397,ATL,11433,DTW,2214,-1,3,-10
1363,11433,DTW,14747,SEA,1218,-2,1344,-41
1476,13487,MSP,11433,DTW,1400,-5,1635,-12
1549,13487,MSP,10397,ATL,1729,-6,2101,-13
